source_type,source_id,edge_type,target_type,target_id
document,UDQ-SEC-SPEC-001,depends_on,document,UDQ-REM-SPEC-001
document,UDQ-SEC-SPEC-001,depends_on,document,UDQ-UI-MOD-001
document,UDQ-SEC-SPEC-001,depends_on,document,UDQ-GOV-GLO-001
document,UDQ-SEC-SPEC-001,depends_on,document,UDQ-GOV-STD-002
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-ARCH-NAR-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-ARCH-NAR-002
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-UI-NAR-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-UI-ARCH-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-UI-MOD-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-LOG-SPEC-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-SIG-SPEC-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-OUT-SPEC-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-PROT-SPEC-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-GOV-GLO-001
document,UDQ-SEQ-SPEC-001,depends_on,document,UDQ-GOV-STD-002
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-ARCH-NAR-001
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-ARCH-NAR-002
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-REQ-MAT-001
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-QUAL-DEF-001
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-UI-NAR-001
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-UI-ARCH-001
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-UI-MOD-001
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-LOG-SPEC-001
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-GOV-GLO-001
document,UDQ-SIG-SPEC-001,depends_on,document,UDQ-GOV-STD-002
document,UDQ-UI-ARCH-001,depends_on,document,UDQ-UI-NAR-001
document,UDQ-UI-ARCH-001,depends_on,document,UDQ-UI-INV-001
document,UDQ-UI-ARCH-001,depends_on,document,UDQ-ARCH-NAR-001
document,UDQ-UI-ARCH-001,depends_on,document,UDQ-ARCH-NAR-002
document,UDQ-UI-ARCH-001,depends_on,document,UDQ-REQ-MAT-001
document,UDQ-UI-ARCH-001,depends_on,document,UDQ-QUAL-DEF-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-GOV-STD-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-GOV-LOG-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-ARCH-NAR-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-ARCH-NAR-002
document,UDQ-UI-MOD-001,depends_on,document,UDQ-REQ-MAT-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-QUAL-DEF-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-UI-INV-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-UI-NAR-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-UI-ARCH-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-GOV-GLO-001
document,UDQ-UI-MOD-001,depends_on,document,UDQ-GOV-STD-002
document,UDQ-UI-MOD-001,depends_on,document,UDQ-PROF-SPEC-001
document,UDQ-UI-NAR-001,depends_on,document,UDQ-GOV-STD-001
document,UDQ-UI-NAR-001,depends_on,document,UDQ-GOV-LOG-001
document,UDQ-UI-NAR-001,depends_on,document,UDQ-ARCH-NAR-001
document,UDQ-UI-NAR-001,depends_on,document,UDQ-ARCH-NAR-002
document,UDQ-UI-NAR-001,depends_on,document,UDQ-REQ-MAT-001
document,UDQ-UI-NAR-001,depends_on,document,UDQ-QUAL-DEF-001
document,UDQ-UI-NAR-001,depends_on,document,UDQ-UI-INV-001
document,UDQ-UI-NAR-001,depends_on,document,UDQ-UI-ARCH-001
document,UDQ-UI-SPEC-000,depends_on,document,UDQ-UI-NAR-001
document,UDQ-UI-SPEC-000,depends_on,document,UDQ-UI-ARCH-001
document,UDQ-UI-SPEC-000,depends_on,document,UDQ-UI-MOD-001
document,UDQ-UI-SPEC-000,depends_on,document,UDQ-PROF-SPEC-001
document,UDQ-UI-SPEC-001,depends_on,document,UDQ-UI-ARCH-001
document,UDQ-UI-SPEC-001,depends_on,document,UDQ-UI-SPEC-000
document,UDQ-UI-SPEC-001,depends_on,document,UDQ-DEV-SPEC-001
document,UDQ-UI-SPEC-001,depends_on,document,UDQ-SIG-SPEC-001
document,UDQ-UI-SPEC-001,depends_on,document,UDQ-OUT-SPEC-001
